[individuals]
496
[dimensions]
3
[landmarks]
119
[rawpoints]
'#1 Gca_F_B_SMF_4509
-2.238731e+01 -2.048965e+01 6.892406e+01
-2.308790e+01 -2.322628e+01 5.848925e+01
-1.643097e+01 -1.941342e+01 7.117216e+01
-1.765471e+01 -2.238125e+01 5.567691e+01
-2.090178e+01 -2.464154e+01 6.439848e+01
-1.737590e+01 -2.787185e+01 6.534148e+01
-6.858555e+00 1.797783e+01 5.628658e+01
-2.215003e+00 1.130520e+01 5.800140e+01
2.848735e+00 4.816079e+00 5.913221e+01
9.108561e+00 -5.702062e-01 6.004621e+01
4.770797e+00 -5.950005e+00 5.990350e+01
4.232695e+00 -1.273130e+01 6.112553e+01
3.827058e+00 -1.960897e+01 6.168988e+01
1.536770e+00 -2.432200e+01 6.266331e+01
-3.163798e+00 -2.677658e+01 6.319643e+01
-6.053504e+00 -3.082784e+01 6.510473e+01
-6.306169e+00 -3.972217e+00 7.528432e+01
-5.308194e+00 -6.769145e+00 7.354552e+01
-3.716242e+00 -9.416052e+00 7.202849e+01
-1.423702e+00 -1.194902e+01 7.161469e+01
4.403363e+00 -1.693652e+01 7.280430e+01
1.045119e+01 -2.167430e+01 7.390988e+01
1.623744e+01 -2.680434e+01 7.324190e+01
1.187101e+01 -2.501776e+01 6.901751e+01
6.788531e+00 -2.202962e+01 6.670615e+01
3.827058e+00 -1.960897e+01 6.168988e+01
6.500978e+00 -2.292330e+01 5.843259e+01
1.087794e+01 -2.599416e+01 5.770434e+01
1.451248e+01 -2.889258e+01 5.496418e+01
8.592463e+00 -2.451387e+01 5.201266e+01
2.411818e+00 -1.960063e+01 5.124353e+01
-3.675731e+00 -1.451612e+01 5.109795e+01
-5.720877e+00 -1.261737e+01 4.977953e+01
-7.374889e+00 -1.102632e+01 4.771594e+01
-8.220629e+00 -8.915545e+00 4.562916e+01
-9.862978e+00 -2.600163e+01 7.163159e+01
-8.185610e+00 -2.746353e+01 7.122362e+01
-6.625550e+00 -2.904788e+01 7.080794e+01
-5.480868e+00 -3.012078e+01 6.917838e+01
-5.527251e+00 -3.033544e+01 6.778419e+01
-5.594186e+00 -3.081637e+01 6.645903e+01
-6.053504e+00 -3.082784e+01 6.510473e+01
-5.742259e+00 -3.150144e+01 6.342755e+01
-5.633385e+00 -3.222623e+01 6.173669e+01
-5.577581e+00 -3.272471e+01 5.996337e+01
-7.737751e+00 -3.096962e+01 5.968586e+01
-9.502703e+00 -2.970785e+01 5.792150e+01
-1.155465e+01 -2.806213e+01 5.697144e+01
-6.255651e+00 -2.643866e+00 7.393053e+01
-6.450159e+00 -1.118679e+00 7.257175e+01
-6.963637e+00 2.941511e-01 7.117519e+01
-8.075922e+00 1.125209e+00 6.966447e+01
-1.002277e+01 1.051574e+00 6.915495e+01
-1.188973e+01 4.572346e-01 6.961893e+01
-1.288366e+01 -7.416584e-01 7.089582e+01
-7.819921e+00 -6.492786e+00 4.640064e+01
-7.770986e+00 -4.913349e+00 4.745235e+01
-8.389299e+00 -3.378052e+00 4.838168e+01
-9.385305e+00 -2.295282e+00 4.958107e+01
-1.119897e+01 -2.283572e+00 5.019560e+01
-1.282525e+01 -3.267590e+00 4.996324e+01
-1.403791e+01 -4.591407e+00 4.929672e+01
-2.110776e+01 -2.314640e+00 6.845430e+01
-2.099988e+01 5.735480e-01 6.875708e+01
-2.068159e+01 3.404100e+00 6.818150e+01
-2.030556e+01 6.140147e+00 6.727696e+01
-1.986126e+01 8.372911e+00 6.606718e+01
-1.924858e+01 1.047129e+01 6.470039e+01
-1.871843e+01 1.198338e+01 6.268089e+01
-2.214017e+01 -4.707250e+00 5.324943e+01
-2.112250e+01 -2.212743e+00 5.632037e+01
-2.113573e+01 1.761895e+00 5.537784e+01
-2.127100e+01 3.677644e+00 5.177229e+01
-2.000680e+01 5.859715e+00 5.277302e+01
-2.029564e+01 8.524588e+00 5.235284e+01
-1.945896e+01 1.057784e+01 5.391674e+01
-6.306169e+00 -3.972217e+00 7.528432e+01
-2.190960e+00 -2.901504e+00 6.914085e+01
2.801502e+00 -1.947942e+00 6.372898e+01
9.108561e+00 -5.702062e-01 6.004621e+01
3.345076e+00 -3.238588e+00 5.515717e+01
-2.875001e+00 -6.123963e+00 5.099607e+01
-8.220629e+00 -8.915545e+00 4.562916e+01

'#491 Gxx_M_I_NMK_OM9100
-1.845233e+01 6.415512e+00 5.749619e+01
-1.902053e+01 5.891498e+00 5.226275e+01
-1.517059e+01 -8.557266e+00 5.623403e+01
-1.540158e+01 -8.731379e+00 5.444358e+01
-2.193080e+01 4.002888e+01 5.434193e+01
-2.194952e+01 4.007344e+01 5.239286e+01
-2.090089e+01 3.687615e+01 5.520719e+01
-1.813217e+01 2.777160e+01 5.515772e+01
-2.123364e+01 3.681858e+01 5.145551e+01
-1.835055e+01 2.732348e+01 5.155513e+01
-1.677874e+01 2.119403e+01 5.365934e+01
-1.209181e+01 2.843122e+01 5.434177e+01
-1.195535e+01 2.790333e+01 5.142946e+01
-1.150832e+01 2.652685e+01 5.558218e+01
-9.108071e+00 2.275557e+01 5.557942e+01
-1.188584e+01 2.637239e+01 5.022353e+01
-1.007204e+01 2.235625e+01 4.986990e+01
-1.948164e+01 3.310415e+01 5.597395e+01
-1.995374e+01 3.337785e+01 5.050597e+01
-1.535647e+01 1.569318e+01 5.798174e+01
-1.642221e+01 1.438570e+01 5.664681e+01
-1.639015e+01 1.458024e+01 4.991087e+01
-1.712507e+01 1.397273e+01 5.141212e+01
-1.959449e+01 -4.990958e-01 5.766623e+01
-1.942882e+01 2.207457e+00 5.665591e+01
-1.949490e+01 2.353000e+00 5.566982e+01
-1.938453e+01 3.028977e+00 5.508497e+01
-1.943272e+01 1.855308e+00 5.415221e+01
-1.959748e+01 2.001318e+00 5.349320e+01
-2.033536e+01 -2.142361e+00 5.303840e+01
-9.753871e+00 -3.256228e+00 5.825399e+01
-1.061754e+01 -3.894607e+00 5.087264e+01
-1.058166e+01 -6.076599e+00 5.765773e+01
-1.099305e+01 -6.058630e+00 5.140057e+01
-1.203898e+01 -7.640947e+00 6.656855e+01
-1.476754e+01 -9.564050e+00 4.373568e+01
-2.145424e+01 -1.776765e+01 6.141972e+01
-2.243380e+01 -1.814273e+01 5.170399e+01
-1.547068e+01 -1.616367e+01 6.416949e+01
-1.709977e+01 -1.718813e+01 4.739610e+01
-1.845651e+01 -2.132663e+01 5.623347e+01
-1.499297e+01 -2.346159e+01 5.616687e+01
-8.434134e+00 2.351003e+01 5.275777e+01
-3.037599e+00 1.469927e+01 5.280881e+01
4.449744e+00 7.580401e+00 5.264158e+01
1.205683e+01 6.513713e-01 5.170441e+01
6.920644e+00 -3.470213e+00 5.354524e+01
4.385758e+00 -9.819675e+00 5.366740e+01
4.663947e+00 -1.664340e+01 5.333067e+01
6.939347e-01 -1.998877e+01 5.423380e+01
-3.535130e+00 -2.297078e+01 5.522942e+01
-5.796627e+00 -2.768940e+01 5.585107e+01
-4.134098e+00 -2.037037e+00 6.794540e+01
-3.273276e+00 -3.230837e+00 6.618700e+01
-2.272964e+00 -4.857662e+00 6.491790e+01
-1.191086e+00 -6.661954e+00 6.400571e+01
2.763725e+00 -1.368911e+01 6.401921e+01
6.991339e+00 -2.027040e+01 6.206180e+01
1.076952e+01 -2.665891e+01 5.890971e+01
9.935836e+00 -2.293487e+01 5.655779e+01
6.965856e+00 -1.975595e+01 5.547665e+01
4.663947e+00 -1.664340e+01 5.333067e+01
6.732803e+00 -1.897135e+01 4.998759e+01
9.555671e+00 -2.249192e+01 4.912683e+01
1.117365e+01 -2.461999e+01 4.539113e+01
6.904232e+00 -2.041597e+01 4.310278e+01
2.492626e+00 -1.577400e+01 4.274529e+01
-1.269071e+00 -1.068827e+01 4.380573e+01
-3.762933e+00 -7.994506e+00 4.364558e+01
-6.423504e+00 -5.790498e+00 4.239436e+01
-9.131988e+00 -4.001827e+00 4.067221e+01
-7.905715e+00 -2.254972e+01 6.363973e+01
-6.545838e+00 -2.459212e+01 6.331416e+01
-4.971849e+00 -2.649898e+01 6.319827e+01
-4.401528e+00 -2.814378e+01 6.143877e+01
-4.539177e+00 -2.842043e+01 5.949531e+01
-5.411101e+00 -2.787621e+01 5.781708e+01
-5.796627e+00 -2.768940e+01 5.585107e+01
-5.917502e+00 -2.815153e+01 5.382941e+01
-5.686760e+00 -2.908854e+01 5.194311e+01
-5.998630e+00 -2.914521e+01 4.984821e+01
-6.980716e+00 -2.786184e+01 4.844917e+01
-8.086765e+00 -2.616405e+01 4.776864e+01
-9.050593e+00 -2.426145e+01 4.791036e+01
-4.935153e+00 -1.481358e-01 6.641581e+01
-5.309824e+00 1.351750e+00 6.540861e+01
-6.125425e+00 2.814275e+00 6.463383e+01
-7.248975e+00 3.736244e+00 6.349715e+01
-9.252428e+00 3.403048e+00 6.303593e+01
-1.079846e+01 2.303361e+00 6.389496e+01
-1.186488e+01 9.912426e-01 6.511110e+01
-7.400629e+00 -8.386920e-01 4.175260e+01
-7.874937e+00 3.500661e-01 4.259668e+01
-8.607996e+00 1.434902e+00 4.339442e+01
-9.335878e+00 2.131357e+00 4.455016e+01
-1.116079e+01 1.985234e+00 4.567240e+01
-1.295851e+01 8.511187e-01 4.536672e+01
-1.410349e+01 -4.858841e-01 4.413671e+01
-1.982473e+01 4.776568e-01 6.325077e+01
-1.992720e+01 3.118139e+00 6.332250e+01
-1.990258e+01 5.748183e+00 6.305688e+01
-1.967061e+01 8.285070e+00 6.235129e+01
-1.936587e+01 1.013755e+01 6.172436e+01
-1.894422e+01 1.191676e+01 6.096617e+01
-1.834322e+01 1.351266e+01 5.996143e+01
-2.139259e+01 -3.808960e-01 4.751735e+01
-2.127679e+01 2.167697e+00 4.747610e+01
-2.121764e+01 4.661782e+00 4.694143e+01
-2.090678e+01 7.189511e+00 4.709605e+01
-2.039610e+01 8.550882e+00 4.811460e+01
-1.998638e+01 1.135500e+01 4.794334e+01
-1.927236e+01 1.318751e+01 4.912038e+01
-4.134098e+00 -2.037037e+00 6.794540e+01
3.534198e-01 -1.986763e+00 6.158538e+01
5.734118e+00 -7.866970e-01 5.604829e+01
1.205683e+01 6.513713e-01 5.170441e+01
4.900481e+00 -4.408032e-01 4.795746e+01
-2.618291e+00 -1.797025e+00 4.518371e+01
-9.131988e+00 -4.001827e+00 4.067221e+01

'#492 Gxx_M_I_SMF_95896
2.348377e+00 -3.109062e+00 -3.404461e+01
1.162623e+00 -3.244270e+00 -2.928241e+01
-1.268987e+01 1.635232e+00 -3.676988e+01
-1.326402e+01 1.776095e+00 -3.481055e+01
3.100780e+01 -8.057576e+00 -2.466776e+01
3.047988e+01 -8.282488e+00 -2.297822e+01
2.793849e+01 -6.750877e+00 -2.645280e+01
2.017290e+01 -4.331720e+00 -2.816014e+01
2.709105e+01 -6.835588e+00 -2.251902e+01
1.940999e+01 -4.264690e+00 -2.535697e+01
1.399560e+01 -2.774730e+00 -2.822132e+01
2.106999e+01 1.583346e+00 -2.783530e+01
2.067366e+01 1.517603e+00 -2.502235e+01
1.955321e+01 1.943371e+00 -2.898155e+01
1.435159e+01 4.390131e+00 -3.030772e+01
1.877501e+01 1.277485e+00 -2.469639e+01
1.374460e+01 4.167331e+00 -2.602955e+01
2.556418e+01 -6.098125e+00 -2.790706e+01
2.409200e+01 -6.013806e+00 -2.272345e+01
9.732539e+00 -9.381428e-01 -3.376891e+01
9.113198e+00 -2.297990e+00 -3.265091e+01
7.262125e+00 -1.139679e+00 -2.561151e+01
7.287066e+00 -2.557438e+00 -2.703124e+01
-5.325067e+00 -2.793575e+00 -3.592706e+01
-2.024517e+00 -3.271881e+00 -3.396351e+01
-1.771229e+00 -3.298874e+00 -3.319420e+01
-8.412445e-01 -3.249759e+00 -3.230740e+01
-2.183273e+00 -3.305124e+00 -3.206838e+01
-2.826031e+00 -3.368626e+00 -3.160510e+01
-6.410578e+00 -2.946036e+00 -3.180428e+01
-6.523269e+00 5.897861e+00 -3.729698e+01
-8.316607e+00 5.889660e+00 -3.098548e+01
-9.131142e+00 5.305580e+00 -3.729387e+01
-1.051297e+01 4.700114e+00 -3.238099e+01
-9.448337e+00 3.532284e+00 -4.674925e+01
-1.600491e+01 3.296133e+00 -2.483786e+01
-2.033081e+01 -3.981922e+00 -4.254638e+01
-2.268227e+01 -3.833668e+00 -3.405996e+01
-1.834270e+01 1.255355e+00 -4.590829e+01
-2.274544e+01 1.157559e+00 -3.041307e+01
-2.303229e+01 -3.608982e-01 -3.893443e+01
-2.554011e+01 2.787974e+00 -3.962804e+01
1.484698e+01 5.564334e+00 -2.791314e+01
8.110228e+00 9.629896e+00 -2.948305e+01
2.678804e+00 1.540338e+01 -3.072689e+01
-2.322894e+00 2.127469e+01 -3.293836e+01
-6.705853e+00 1.839917e+01 -3.317677e+01
-1.150505e+01 1.731252e+01 -3.499860e+01
-1.650051e+01 1.776670e+01 -3.653946e+01
-2.025388e+01 1.583296e+01 -3.764587e+01
-2.295730e+01 1.257547e+01 -3.870903e+01
-2.684548e+01 1.092844e+01 -3.981349e+01
-2.242876e+00 9.113351e+00 -4.679698e+01
-4.924960e+00 1.029946e+01 -4.624540e+01
-7.291709e+00 1.164295e+01 -4.502138e+01
-9.523912e+00 1.351799e+01 -4.438349e+01
-1.431919e+01 1.887086e+01 -4.488831e+01
-1.862520e+01 2.448517e+01 -4.624453e+01
-2.295569e+01 3.008350e+01 -4.758960e+01
-2.143973e+01 2.447349e+01 -4.550052e+01
-1.846585e+01 2.062648e+01 -4.169071e+01
-1.650051e+01 1.776670e+01 -3.653946e+01
-1.965136e+01 2.053983e+01 -3.276091e+01
-2.342095e+01 2.472729e+01 -3.215133e+01
-2.679227e+01 2.882283e+01 -3.015711e+01
-2.361649e+01 2.319481e+01 -3.012976e+01
-1.966913e+01 1.830317e+01 -2.862981e+01
-1.592685e+01 1.324020e+01 -2.717292e+01
-1.331807e+01 1.370630e+01 -2.847631e+01
-1.299737e+01 1.002899e+01 -2.417318e+01
-1.068742e+01 8.307741e+00 -2.097185e+01
-2.380932e+01 8.680630e+00 -4.578235e+01
-2.492043e+01 9.798650e+00 -4.567979e+01
-2.599311e+01 1.067901e+01 -4.492512e+01
-2.669390e+01 1.097487e+01 -4.354079e+01
-2.692648e+01 1.119845e+01 -4.235200e+01
-2.693641e+01 1.126564e+01 -4.112206e+01
-2.684548e+01 1.092844e+01 -3.981349e+01
-2.777678e+01 1.102655e+01 -3.848521e+01
-2.869131e+01 1.091840e+01 -3.702723e+01
-2.915917e+01 1.053622e+01 -3.541205e+01
-2.819822e+01 9.939054e+00 -3.462873e+01
-2.777295e+01 9.024020e+00 -3.369315e+01
-2.677789e+01 8.217440e+00 -3.319022e+01
-1.599466e+00 9.147276e+00 -4.597281e+01
-5.634981e-01 9.042808e+00 -4.395369e+01
4.646465e-01 7.886899e+00 -4.229008e+01
9.811443e-01 6.275373e+00 -4.077446e+01
3.679809e-01 4.201619e+00 -4.053964e+01
-6.474445e-01 2.849053e+00 -4.190767e+01
-1.732603e+00 2.501431e+00 -4.376054e+01
-8.500089e+00 8.893224e+00 -2.120059e+01
-6.771688e+00 8.899298e+00 -2.241871e+01
-5.123024e+00 7.966553e+00 -2.335853e+01
-3.996778e+00 6.344772e+00 -2.411518e+01
-3.876739e+00 4.757031e+00 -2.477750e+01
-4.753582e+00 3.310088e+00 -2.444312e+01
-6.102380e+00 2.568507e+00 -2.366536e+01
-3.144490e+00 -4.931243e+00 -4.064133e+01
-4.582955e-01 -5.394036e+00 -4.012786e+01
2.212474e+00 -5.620512e+00 -3.941420e+01
4.570804e+00 -5.389393e+00 -3.797252e+01
6.288146e+00 -5.103536e+00 -3.675001e+01
7.912932e+00 -4.684305e+00 -3.544231e+01
9.069090e+00 -3.955207e+00 -3.381228e+01
-7.198599e+00 -5.206853e+00 -2.668767e+01
-4.572040e+00 -5.764013e+00 -2.564794e+01
-1.731660e+00 -5.333448e+00 -2.545399e+01
1.092944e+00 -5.455846e+00 -2.490865e+01
3.077196e+00 -5.243245e+00 -2.497804e+01
5.036588e+00 -4.938988e+00 -2.521466e+01
6.799698e+00 -4.374080e+00 -2.596277e+01
-2.242876e+00 9.113351e+00 -4.679698e+01
-4.322492e+00 1.283192e+01 -4.194298e+01
-4.621411e+00 1.652753e+01 -3.664887e+01
-2.322894e+00 2.127469e+01 -3.293836e+01
-5.225709e+00 1.604130e+01 -3.019856e+01
-7.683167e+00 1.189285e+01 -2.568845e+01
-1.068742e+01 8.307741e+00 -2.097185e+01

'#493 Gxx_M_X_NMK_OM2095
-2.152167e+01 -8.844349e+00 5.370679e+01
-2.149395e+01 -9.340307e+00 5.896249e+01
-2.024338e+01 5.735710e+00 5.754992e+01
-1.998407e+01 5.668219e+00 5.944174e+01
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
-1.908240e+01 -1.911948e+01 5.480822e+01
-1.211241e+01 -2.482673e+01 5.184444e+01
-1.230904e+01 -2.584161e+01 5.536750e+01
NA NA NA
-1.156975e+01 -2.247211e+01 5.144959e+01
NA NA NA
-1.111642e+01 -2.264064e+01 5.690314e+01
-2.066586e+01 -3.112714e+01 5.036808e+01
-2.050156e+01 -3.186282e+01 5.622070e+01
-1.836961e+01 -1.419316e+01 5.059118e+01
-1.971920e+01 -1.466198e+01 5.232156e+01
-1.773706e+01 -1.573122e+01 6.006472e+01
-1.918632e+01 -1.551820e+01 5.848671e+01
-2.322746e+01 -1.348063e+00 5.516509e+01
-2.268164e+01 -4.287184e+00 5.559390e+01
-2.251776e+01 -4.641446e+00 5.628539e+01
-2.242506e+01 -6.342500e+00 5.680947e+01
-2.249055e+01 -4.918933e+00 5.761502e+01
-2.258449e+01 -4.753040e+00 5.840437e+01
-2.326726e+01 -1.919984e+00 5.954839e+01
-1.453711e+01 2.790910e+00 5.377769e+01
-1.384657e+01 1.918820e+00 6.141505e+01
-1.645546e+01 4.712987e+00 5.522591e+01
-1.520322e+01 4.109858e+00 6.075449e+01
-1.937809e+01 7.084753e+00 4.677990e+01
-1.811331e+01 5.396811e+00 6.967251e+01
-2.704733e+01 1.523553e+01 5.536798e+01
-2.669549e+01 1.432988e+01 6.387785e+01
-2.254014e+01 1.525971e+01 5.129846e+01
-2.154277e+01 1.360007e+01 6.720885e+01
-2.443261e+01 1.747060e+01 5.971683e+01
-2.136562e+01 2.020602e+01 6.020656e+01
-9.838835e+00 -2.251216e+01 5.449736e+01
-6.305401e+00 -1.391509e+01 5.563808e+01
-1.413024e+00 -5.963523e+00 5.636734e+01
5.051115e+00 7.877414e-01 5.579073e+01
8.116857e-03 3.487511e+00 5.745789e+01
-1.591419e+00 9.126264e+00 5.852641e+01
-2.579455e+00 1.499901e+01 5.871133e+01
-5.625311e+00 1.862935e+01 5.923037e+01
-1.010795e+01 2.025143e+01 5.919234e+01
-1.204026e+01 2.457662e+01 5.972600e+01
-1.099973e+01 3.802296e+00 4.299208e+01
-9.799844e+00 5.794821e+00 4.516920e+01
-8.274109e+00 8.083261e+00 4.677694e+01
-6.362944e+00 1.054441e+01 4.744020e+01
-1.637596e+00 1.654430e+01 4.745658e+01
2.982758e+00 2.256739e+01 4.829452e+01
7.599142e+00 2.804133e+01 5.095023e+01
2.700859e+00 2.419441e+01 5.309408e+01
-2.137492e+00 1.993914e+01 5.446117e+01
-2.579455e+00 1.499901e+01 5.871133e+01
-1.448025e-01 1.860678e+01 6.331418e+01
6.174854e+00 2.478852e+01 6.431499e+01
8.319190e+00 2.629918e+01 6.726371e+01
3.929592e+00 1.996974e+01 6.985757e+01
-5.396994e-01 1.318118e+01 6.979577e+01
-5.677930e+00 6.948631e+00 6.889201e+01
-7.457354e+00 4.334129e+00 6.933870e+01
-8.653949e+00 1.780407e+00 7.083798e+01
-1.040501e+01 -6.378844e-01 7.197243e+01
-1.543288e+01 2.087031e+01 5.326735e+01
-1.445349e+01 2.250383e+01 5.322709e+01
-1.339209e+01 2.408352e+01 5.314231e+01
-1.271117e+01 2.502171e+01 5.465400e+01
-1.206375e+01 2.535233e+01 5.629514e+01
-1.174051e+01 2.513740e+01 5.804758e+01
-1.204026e+01 2.457662e+01 5.972600e+01
-1.164635e+01 2.487267e+01 6.145082e+01
-1.194481e+01 2.491365e+01 6.321970e+01
-1.238966e+01 2.441178e+01 6.488404e+01
-1.313620e+01 2.315089e+01 6.642938e+01
-1.442960e+01 2.150427e+01 6.681879e+01
-1.515020e+01 1.960124e+01 6.619079e+01
-1.125791e+01 1.974011e+00 4.411200e+01
-1.115153e+01 2.114573e-01 4.525500e+01
-1.179244e+01 -1.607529e+00 4.609452e+01
-1.276101e+01 -2.933160e+00 4.740939e+01
-1.442277e+01 -2.986803e+00 4.767892e+01
-1.589623e+01 -2.246486e+00 4.802260e+01
-1.697365e+01 -1.160225e+00 4.731820e+01
-1.054690e+01 -1.603640e+00 7.034048e+01
-1.048469e+01 -2.943073e+00 6.885944e+01
-1.099394e+01 -4.206817e+00 6.739826e+01
-1.223602e+01 -5.149743e+00 6.614951e+01
-1.396132e+01 -5.026289e+00 6.579366e+01
-1.557972e+01 -4.383005e+00 6.608587e+01
-1.647300e+01 -3.256382e+00 6.711128e+01
-2.478286e+01 -2.924805e-01 5.004301e+01
-2.478642e+01 -3.071834e+00 4.952719e+01
-2.455313e+01 -5.872140e+00 4.921972e+01
-2.396952e+01 -8.635830e+00 4.932981e+01
-2.317769e+01 -1.038345e+01 5.030910e+01
-2.236525e+01 -1.244090e+01 5.019175e+01
-2.119303e+01 -1.394781e+01 5.104989e+01
-2.421647e+01 -2.424819e+00 6.486819e+01
-2.438192e+01 -5.119537e+00 6.447612e+01
-2.429966e+01 -7.794820e+00 6.394819e+01
-2.384627e+01 -1.037408e+01 6.318370e+01
-2.313186e+01 -1.233865e+01 6.242664e+01
-2.209040e+01 -1.408851e+01 6.153394e+01
-2.069487e+01 -1.503761e+01 6.008659e+01
-1.099973e+01 3.802296e+00 4.299208e+01
-6.450498e+00 2.628045e+00 4.825029e+01
-1.533046e+00 1.585638e+00 5.325127e+01
5.051115e+00 7.877414e-01 5.579073e+01
-1.121792e+00 1.404085e+00 6.019645e+01
-5.582088e+00 1.045585e+00 6.635898e+01
-1.040501e+01 -6.378844e-01 7.197243e+01

'#494 Gxx_M_X_NMK_OM4956
-2.002480e+01 5.215134e+00 6.145863e+01
-2.003625e+01 4.688442e+00 5.758668e+01
-1.703240e+01 -1.129523e+01 6.334985e+01
-1.694703e+01 -1.185193e+01 6.182055e+01
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
-1.693038e+01 1.802517e+01 5.680592e+01
-1.076590e+01 2.601803e+01 5.661293e+01
-1.053023e+01 2.470030e+01 5.338312e+01
NA NA NA
-8.181071e+00 1.811494e+01 5.977912e+01
NA NA NA
-8.201118e+00 1.595611e+01 5.304238e+01
-1.888349e+01 3.015524e+01 5.685370e+01
-1.893422e+01 2.923335e+01 5.197276e+01
-1.626758e+01 1.309409e+01 6.216193e+01
-1.735028e+01 1.306250e+01 6.068285e+01
-1.720607e+01 1.142629e+01 5.324613e+01
-1.768129e+01 1.201900e+01 5.474873e+01
-2.077572e+01 -3.023144e+00 6.332561e+01
-2.054229e+01 1.649576e-01 6.175781e+01
-2.044913e+01 6.297131e-02 6.122163e+01
-2.046034e+01 4.164227e-01 6.043307e+01
-2.059318e+01 -2.423067e-01 5.957890e+01
-2.076698e+01 -4.961731e-01 5.895232e+01
-2.090481e+01 -3.518028e+00 5.871828e+01
-1.131919e+01 -5.371156e+00 6.536897e+01
-1.167143e+01 -6.958454e+00 5.693214e+01
-1.232460e+01 -7.846686e+00 6.463789e+01
-1.306010e+01 -9.387238e+00 5.880150e+01
-1.439018e+01 -7.854671e+00 7.400197e+01
-1.497154e+01 -1.357123e+01 5.074752e+01
-2.183146e+01 -1.987288e+01 7.009866e+01
-2.184367e+01 -2.171021e+01 5.918196e+01
-1.722649e+01 -1.746990e+01 7.219791e+01
-1.787727e+01 -2.102632e+01 5.623603e+01
-2.086280e+01 -2.290697e+01 6.535536e+01
-1.658626e+01 -2.572931e+01 6.550312e+01
-6.170452e+00 1.768989e+01 5.643853e+01
-2.606109e+00 9.566551e+00 5.793440e+01
3.250533e+00 2.867425e+00 5.925876e+01
1.025077e+01 -2.633782e+00 6.054830e+01
4.978461e+00 -5.677539e+00 6.075956e+01
2.740765e+00 -1.121817e+01 6.194474e+01
2.647675e+00 -1.722069e+01 6.297844e+01
3.316527e-01 -2.131672e+01 6.381701e+01
-3.525903e+00 -2.396076e+01 6.480348e+01
-6.019637e+00 -2.791813e+01 6.578581e+01
-7.947522e+00 -3.503633e+00 7.591059e+01
-5.900326e+00 -5.392140e+00 7.363503e+01
-3.552764e+00 -7.739463e+00 7.225116e+01
-8.123047e-01 -1.006555e+01 7.213084e+01
5.350641e+00 -1.481609e+01 7.370271e+01
1.158928e+01 -1.960161e+01 7.479749e+01
1.706916e+01 -2.532297e+01 7.429100e+01
1.231720e+01 -2.225180e+01 7.046214e+01
6.992929e+00 -1.874808e+01 6.800315e+01
2.647675e+00 -1.722069e+01 6.297844e+01
6.001645e+00 -2.125303e+01 5.947786e+01
1.086271e+01 -2.527672e+01 5.903147e+01
1.608482e+01 -2.841295e+01 5.732534e+01
9.820664e+00 -2.481516e+01 5.403087e+01
3.428361e+00 -2.026307e+01 5.282494e+01
-2.833776e+00 -1.541705e+01 5.224480e+01
-5.622121e+00 -1.285010e+01 5.168760e+01
-8.216916e+00 -1.096754e+01 4.959066e+01
-9.575791e+00 -9.498578e+00 4.632413e+01
-9.023356e+00 -2.345895e+01 7.254955e+01
-7.832729e+00 -2.532765e+01 7.147849e+01
-6.482068e+00 -2.735882e+01 7.115115e+01
-5.480226e+00 -2.891119e+01 6.952539e+01
-5.627683e+00 -2.873627e+01 6.821905e+01
-5.742488e+00 -2.837830e+01 6.694719e+01
-6.019637e+00 -2.791813e+01 6.578581e+01
-5.812675e+00 -2.807727e+01 6.429101e+01
-5.415518e+00 -2.838040e+01 6.291072e+01
-5.880397e+00 -2.815671e+01 6.153648e+01
-7.097238e+00 -2.713477e+01 5.980045e+01
-8.676088e+00 -2.542226e+01 5.947275e+01
-1.019328e+01 -2.487975e+01 5.775830e+01
-7.560347e+00 -8.475464e-01 7.471941e+01
-7.457592e+00 5.292150e-01 7.290643e+01
-8.414810e+00 2.014072e+00 7.146706e+01
-9.740048e+00 2.989145e+00 6.989040e+01
-1.187537e+01 2.464763e+00 6.939992e+01
-1.351081e+01 1.263884e+00 7.037917e+01
-1.433343e+01 4.864502e-02 7.208845e+01
-8.559937e+00 -6.617397e+00 4.674022e+01
-8.455867e+00 -4.618785e+00 4.773509e+01
-9.261737e+00 -2.609711e+00 4.829082e+01
-1.047289e+01 -1.142837e+00 4.946394e+01
-1.244072e+01 -1.218521e+00 5.030833e+01
-1.414848e+01 -2.460490e+00 4.994401e+01
-1.513547e+01 -4.203950e+00 4.918406e+01
-2.208692e+01 -7.815644e-01 6.860171e+01
-2.229882e+01 2.094702e+00 6.831688e+01
-2.208591e+01 4.873193e+00 6.752045e+01
-2.158449e+01 7.476587e+00 6.635017e+01
-2.090712e+01 9.377596e+00 6.513043e+01
-2.002106e+01 1.121188e+01 6.394265e+01
-1.885971e+01 1.260455e+01 6.243529e+01
-2.284856e+01 -3.849191e+00 5.384276e+01
-2.291593e+01 -9.832403e-01 5.335088e+01
-2.277404e+01 1.928397e+00 5.317371e+01
-2.298449e+01 4.655976e+00 5.221811e+01
-2.182941e+01 6.638982e+00 5.328017e+01
-2.092900e+01 8.941269e+00 5.274758e+01
-1.930715e+01 1.074069e+01 5.347282e+01
-7.947522e+00 -3.503633e+00 7.591059e+01
